364390.29189397|4947214.38806325|4
364391.14225108|4947214.9104661|4
364391.9926082|4947215.43286895|4
364392.84296532|4947215.9552718|4
364393.69332244|4947216.47767465|4
364394.54367956|4947217.0000775|4
364395.39403668|4947217.52248035|4
364396.2443938|4947218.0448832|4
364397.09475092|4947218.56728605|4
364397.94510804|4947219.0896889|4
364398.79546516|4947219.61209175|4
364399.64582228|4947220.1344946|4
364400.4961794|4947220.65689745|4
364401.34653652|4947221.1793003|4
364402.19689364|4947221.70170315|4
364403.04725075|4947222.224106|4
364403.89760787|4947222.74650885|4
364404.74796499|4947223.2689117|4
364405.59832211|4947223.79131455|4
364406.44867923|4947224.3137174|4
364407.29903635|4947224.83612025|4
364408.14939347|4947225.3585231|4
364408.99975059|4947225.88092595|4
364409.85010771|4947226.4033288|4
364410.70046483|4947226.92573165|4
364411.55082195|4947227.4481345|4
364412.40117907|4947227.97053735|4
364413.25153619|4947228.4929402|4
364414.10189331|4947229.01534305|4
364414.95225042|4947229.5377459|4
364415.80260754|4947230.06014875|4
364416.65296466|4947230.5825516|4
364417.50332178|4947231.10495445|4
364418.3536789|4947231.6273573|4
364419.20403602|4947232.14976015|4
364420.05439314|4947232.672163|4
364420.90475026|4947233.19456585|4
364421.75510738|4947233.7169687|4
364422.6054645|4947234.23937155|4
364423.45582162|4947234.7617744|4
364424.30617874|4947235.28417725|4
364425.15653586|4947235.8065801|4
364426.00689298|4947236.32898295|4
364426.85725009|4947236.8513858|4
364427.70760721|4947237.37378865|4
364428.55796433|4947237.8961915|4
364429.40832145|4947238.41859435|4
364430.25867857|4947238.9409972|4
364431.10903569|4947239.46340005|4
364431.95939281|4947239.9858029|4
364432.80974993|4947240.50820575|4
364433.66010705|4947241.0306086|4
364434.51046417|4947241.55301145|4
364435.36082129|4947242.0754143|4
364436.21117841|4947242.59781715|4
364437.06153553|4947243.12022|4
364437.91189265|4947243.64262285|4
364438.76224977|4947244.1650257|4
364439.61260688|4947244.68742855|4
364440.462964|4947245.2098314|4
364441.31332112|4947245.73223425|4
364442.16367824|4947246.2546371|4
364443.01403536|4947246.77703995|4
364443.86439248|4947247.2994428|4
364444.7147496|4947247.82184565|4
364445.56510672|4947248.3442485|4
364446.41546384|4947248.86665135|4
364447.26582096|4947249.3890542|4
364448.11617808|4947249.91145705|4
364448.9665352|4947250.4338599|4
364449.81689232|4947250.95626275|4
364450.66724944|4947251.4786656|4
364451.51760655|4947252.00106845|4
364452.36796367|4947252.5234713|4
364453.21832079|4947253.04587415|4
364454.06867791|4947253.568277|4
364454.91903503|4947254.09067985|4
364455.76939215|4947254.6130827|4
364456.61974927|4947255.13548555|4
364457.47010639|4947255.6578884|4
364458.32046351|4947256.18029125|4
364459.17082063|4947256.7026941|4
364460.02117775|4947257.22509695|4
364460.87153487|4947257.7474998|4
364461.72189199|4947258.26990265|4
364462.57224911|4947258.7923055|4
364463.42260622|4947259.31470835|4
364464.27296334|4947259.8371112|4
364465.12332046|4947260.35951405|4
364465.97367758|4947260.8819169|4
364466.8240347|4947261.40431975|4
364467.67439182|4947261.9267226|4
364468.52474894|4947262.44912545|4
364469.37510606|4947262.9715283|4
364470.22546318|4947263.49393115|4
364471.0758203|4947264.016334|4
364471.92617742|4947264.53873685|4
364472.77653454|4947265.0611397|4
364473.62689166|4947265.58354255|4
364474.47724878|4947266.1059454|4
364475.32760589|4947266.62834825|4
364476.17796301|4947267.1507511|4
364477.02832013|4947267.67315395|4
364477.87867725|4947268.1955568|4
364478.72903437|4947268.71795965|4
364479.57939149|4947269.2403625|4
364480.42974861|4947269.76276535|4
364481.28010573|4947270.2851682|4
364482.13046285|4947270.80757105|4
364482.98081997|4947271.3299739|4
364483.83117709|4947271.85237675|4
364484.68153421|4947272.3747796|4
364485.53189133|4947272.89718245|4
364486.38224845|4947273.4195853|4
364487.23260557|4947273.94198815|4
364488.08296268|4947274.464391|4
364488.9333198|4947274.98679385|4
364489.78367692|4947275.5091967|4
364490.63403404|4947276.03159955|4
364491.48439116|4947276.5540024|4
364492.33474828|4947277.07640525|4
364493.1851054|4947277.5988081|4
364494.03546252|4947278.12121095|4
364494.88581964|4947278.6436138|4
364495.73617676|4947279.16601665|4
364496.58653388|4947279.6884195|4
364497.436891|4947280.21082235|4
364498.28724812|4947280.7332252|4
364499.13760524|4947281.25562805|4
364499.98796235|4947281.7780309|4
364500.83831947|4947282.30043375|4
364501.68867659|4947282.8228366|4
364502.53903371|4947283.34523945|4
364503.38939083|4947283.8676423|4
364504.23974795|4947284.39004515|4
364505.09010507|4947284.912448|4
364505.94046219|4947285.43485085|4
364506.79081931|4947285.9572537|4
364507.64117643|4947286.47965655|4
364508.49153355|4947287.0020594|4
364509.34189067|4947287.52446225|4
364510.19224779|4947288.0468651|4
364511.04260491|4947288.56926795|4
364511.89296202|4947289.0916708|4
364512.74331914|4947289.61407365|4
364513.59367626|4947290.1364765|4
364514.44403338|4947290.65887935|4
364515.2943905|4947291.1812822|4
364516.14474762|4947291.70368505|4
364516.99510474|4947292.2260879|4
364517.84546186|4947292.74849075|4
364518.69581898|4947293.2708936|4
364519.5461761|4947293.79329645|4
364520.39653322|4947294.3156993|4
364521.24689034|4947294.83810215|4
364522.09724746|4947295.360505|4
364522.94760458|4947295.88290785|4
364523.79796169|4947296.4053107|4
364524.64831881|4947296.92771355|4
364525.49867593|4947297.4501164|4
364526.34903305|4947297.97251925|4
364527.19939017|4947298.4949221|4
364528.04974729|4947299.01732495|4
364528.90010441|4947299.5397278|4
364529.75046153|4947300.06213065|4
364530.60081865|4947300.5845335|4
364531.45117577|4947301.10693635|4
364532.30153289|4947301.6293392|4
364533.15189001|4947302.15174205|4
364534.00224713|4947302.6741449|4
364534.85260425|4947303.19654775|4
